"Description","GeneRatio","p.adjust","Count","cluster","geneID"
"positive regulation of RNA biosynthetic process",0.082807570977918,2.58367828171603e-08,105,"I","abd-A/Abd-B/ac/Dll/btd/Cf2/eya/D/disco/Eip75B/en/fkh/grn/hth/Jra/kto/wor/dre4/lin/mam/Met/odd/opa/ovo/pnr/pnt/shn/sna/so/srp/trx/tsh/ttk/ush/vg/oc/sc/CrebA/pros/sim/ci/C15/bowl/ey/hep/Mef2/Rel/gcm/mirr/Hr96/chn/org-1/Tor/Sin3A/Hel89B/cyc/CG3630/Sec13/CycT/scf/Sbf/SoxN/rictor/Ncoa6/CG7239/CG4901/CG4751/dmpd/vis/achi/CG10543/yki/Doc2/MED19/srl/MBD-R2/CG5641/MED25/lmd/REPTOR/HGTX/tai/CG18766/Atac3/pan/vvl/grh/dl/Asx/vnd/mid/trh/CG9932/nsl1/Myc/cnc/Mitf/dar1/Tet/nclb/Lpin/Lpt/Bx/da/Adf1"
"positive regulation of nucleic acid-templated transcription",0.082807570977918,2.58367828171603e-08,105,"I","abd-A/Abd-B/ac/Dll/btd/Cf2/eya/D/disco/Eip75B/en/fkh/grn/hth/Jra/kto/wor/dre4/lin/mam/Met/odd/opa/ovo/pnr/pnt/shn/sna/so/srp/trx/tsh/ttk/ush/vg/oc/sc/CrebA/pros/sim/ci/C15/bowl/ey/hep/Mef2/Rel/gcm/mirr/Hr96/chn/org-1/Tor/Sin3A/Hel89B/cyc/CG3630/Sec13/CycT/scf/Sbf/SoxN/rictor/Ncoa6/CG7239/CG4901/CG4751/dmpd/vis/achi/CG10543/yki/Doc2/MED19/srl/MBD-R2/CG5641/MED25/lmd/REPTOR/HGTX/tai/CG18766/Atac3/pan/vvl/grh/dl/Asx/vnd/mid/trh/CG9932/nsl1/Myc/cnc/Mitf/dar1/Tet/nclb/Lpin/Lpt/Bx/da/Adf1"
"cellular response to chemical stimulus",0.082807570977918,8.34041055650701e-06,105,"I","aop/cv-2/dpp/Eip75B/fkh/Hsc70-3/Hsc70-5/Hsp68/Hsp83/ImpL2/Sos/Pepck1/pnt/shn/sog/tsg/Ptp4E/hh/Hnf4/phm/Itpr/hep/Akt1/babo/msi/Hsp70Ba/Hsp70Ba/bnl/sty/Shc/drl/stumps/Pi3K21B/Tor/gbb/brk/Sec13/p38b/TBPH/Trap1/Tim9b/Fmr1/CHES-1-like/raptor/slpr/Upf1/hiw/HUWE1/rictor/Cyp6t1/Herp/CG13398/CYLD/CG5056/Edem2/RagC-D/Prx2540-2/Prx2540-1/Sod3/ths/Sin1/lbk/Atg9/Lst/Pepck2/Lrt/Sesn/CG4603/Ir64a/Blimp-1/Oatp74D/Mkp3/srl/CG11779/CG15547/SH3PX1/wun2/tai/HDAC4/Hsp70Bbb/Tab2/spin/Egm/step/grh/Mob4/Chchd2/Hr39/Myc/nclb/Lpin/Lpt/rdx/Hr4/PsGEF/Hph/Ns3/PRAS40/ltl/FASN1/S6k/InR/Duox/Letm1/btl"
"imaginal disc morphogenesis",0.082018927444795,3.11069640443315e-09,104,"I","Dll/btd/eya/cv-2/dpp/Dr/emc/en/fj/ft/hth/inv/Jra/kto/Sos/mam/odd/opa/ovo/pnt/px/shn/skd/sog/Egfr/trc/tsh/ptc/vg/vn/hid/oc/zfh2/hh/otk/C15/bowl/ey/hep/dap/jar/babo/shot/mirr/sty/Shc/mbc/SMC3/Vang/ast/Past1/fz2/pcm/crol/RhoGEF2/gbb/brk/stan/p38b/bab2/CG13366/sds22/slpr/mthl1/RhoGAP15B/Uvrag/CNBP/Ppat-Dpck/RhoGAP68F/Mkp3/RhoGAP92B/Usp8/Socs36E/frc/wge/Drak/pan/Myo31DF/frtz/step/dgo/Chd1/Nost/Diap1/tay/Rbsn-5/Ppcs/salm/Asx/l(2)gd1/d/fzr/S6kII/Rabex-5/Lpin/Lpt/CG43658/Bx/PDZ-GEF/ltl/Duox/wg/ds/cv-c"
"post-embryonic animal organ morphogenesis",0.082018927444795,3.11069640443315e-09,104,"I","Dll/btd/eya/cv-2/dpp/Dr/emc/en/fj/ft/hth/inv/Jra/kto/Sos/mam/odd/opa/ovo/pnt/px/shn/skd/sog/Egfr/trc/tsh/ptc/vg/vn/hid/oc/zfh2/hh/otk/C15/bowl/ey/hep/dap/jar/babo/shot/mirr/sty/Shc/mbc/SMC3/Vang/ast/Past1/fz2/pcm/crol/RhoGEF2/gbb/brk/stan/p38b/bab2/CG13366/sds22/slpr/mthl1/RhoGAP15B/Uvrag/CNBP/Ppat-Dpck/RhoGAP68F/Mkp3/RhoGAP92B/Usp8/Socs36E/frc/wge/Drak/pan/Myo31DF/frtz/step/dgo/Chd1/Nost/Diap1/tay/Rbsn-5/Ppcs/salm/Asx/l(2)gd1/d/fzr/S6kII/Rabex-5/Lpin/Lpt/CG43658/Bx/PDZ-GEF/ltl/Duox/wg/ds/cv-c"
"growth",0.082018927444795,4.82168742437208e-07,104,"I","dpp/fj/fkh/ft/Jra/Scm/Egfr/ttk/vg/hid/Ten-m/ex/hh/C15/ey/hep/Akt1/Sema1a/babo/wts/mRpL12/shot/mirr/Nf1/Shark/mbc/Vang/fz2/pcm/Fak/Tor/RhoGEF2/gbb/brk/WASp/stan/p38b/TBPH/bonsai/drpr/RNaseZ/Fmr1/Tollo/raptor/slpr/jub/hiw/rictor/Samuel/SCCRO3/Sin1/mahj/Sesn/yki/Eps-15/Pex10/Larp4B/path/NijA/RhoGAP68F/Toll-6/wnd/slif/srl/Arfip/Fbxl7/RhoGAP92B/Top3alpha/Alk/tai/SCAR/bchs/Liprin-alpha/sav/pan/spin/jeb/step/bun/Mob2/Mob4/crb/pico/d/kibra/Myc/Rabex-5/dar1/hppy/Hr4/Hph/Nsf2/Exo70/Sec8/btsz/Ten-a/Pi4KIIIalpha/Frl/S6k/InR/wg/Sema5c/btl/Imp"
"mitotic cell cycle",0.0812791472351766,5.21418668498086e-15,244,"II","Act5C/bru1/asp/aub/aurA/awd/ben/brm/chic/csw/CycA/CycB/dsh/dup/fzy/Hmr/Grip91/dlg1/eIF4A/l(2)gl/l(3)mbt/sti/Rcc1/Map205/twe/mor/mr/mud/mus101/mus304/Myb/ncd/pim/plu/polo/PpV/pum/rl/shi/smo/spn-E/sub/Su(var)205/thr/alphaTub84B/alphaTub84D/Pp1-87B/Cdk1/mts/Klp61F/Klp67A/shtd/B52/wapl/Su(H)/RpII15/tws/Eip63E/PCNA/PpD3/Dsor1/CycD/Arf79F/CycE/dia/fbl/eff/Mad/tsr/Wee1/Arp53D/ctp/Dp/Syx1A/l(2)dtl/pnut/Mtor/Cdk5/Rho1/prod/noi/glu/CycB3/Lis-1/PTP-ER/lok/14-3-3epsilon/Ran/mre11/asun/Pkn/chb/DCTN2-p50/Pp4-19C/Orc6/san/aurB/Dlc90F/Bub3/SkpA/Cdc16/Rad17/Mcm6/JTBR/dgt4/Rok/Mad1/Nipped-B/Hus1-like/Su(var)2-HP2/Grip75/Grip163/Apc2/Eb1/Kmn1/RecQ5/ana2/SMC2/ball/Pol31/ric8a/CG3530/CHORD/Aos1/eIF3g1/Nek2/Aladin/Psf3/PPP4R2r/Klp10A/Aven/Sap30/CG8188/CG8173/Rab35/Wdr62/Fign/Spindly/Mnn1/Nuf2/CG5181/borr/CG6443/BuGZ/CG10336/Grip71/Mcm10/geminin/CG15237/mms4/dgt5/mars/nopo/dgt3/Rae1/Slik/JMJD5/Psf1/Mfap1/Sse/mad2/Cdc6/nudE/Syx13/Cep135/Skp2/PEK/Cks85A/Tctp/Lkb1/Rrp6/Mau2/cal1/CG13599/spas/Dis3/Mink/Sld5/CG5003/dgt6/CycG/CG17493/pont/pins/p115/Kat60/cana/MED22/mus81/ago/Capr/Chro/tefu/Haspin/Rif1/CG30291/Prp38/Nnf1b/Tap42/Claspin/APC4/Synd/CG34025/Zwilch/endos/ALiX/tum/alph/DCTN6-p27/Spc25/alphaSnap/lmgA/cno/pzg/zld/bora/pds5/gwl/mei-38/vtd/Incenp/grp/scra/nej/mi/SmD2/Xpd/aPKC/CG43295/Patronin/Cdk7/l(3)72Ab/BubR1/Caf1-55/Det/smt3/Smr/Sf3a1/sau/Ptp61F/rump/Tlk/Top2/betaTub56D"
"ion transport",0.0784663397235845,1.36274409545148e-08,176,"III","nAChRalpha1/nAChRbeta1/nAChRalpha2/eag/Ca-alpha1D/na/Atpalpha/Sh/Shaw/slo/tipE/w/nAChRbeta2/Syt1/Rdl/GluRIA/Shal/ATPsynbeta/Lcch3/Nmdar1/SerT/RyR/Elk/ine/nrv2/ppk/dve/Tsf1/CG3078/GluClalpha/ZnT41F/Eaat2/Eaat1/CG4928/CG1688/Syt4/GluRIID/ZnT35C/Nckx30C/nAChRalpha5/CG15270/CG15279/NtR/SK/NAAT1/CG9657/CG1628/CG10353/SelG/CG1840/CG1824/MFS10/Clic/CG4239/CG9903/ppk23/Ucp4A/CG8051/Usp2/MFS3/VGlut/OtopLb/Ir25a/Nha1/CG13794/Ostgamma/CG7781/CG14275/Mco1/nAChRalpha6/CG4995/Vha100-5/atilla/Oatp33Eb/CG9336/CG9338/nrv3/sand/CG1698/KCNQ/CG6329/VGAT/CG8468/DAT/Mpcp1/levy/galene/CG5687/Teh2/VhaM9.7-a/CG10483/Best2/ppk26/crim/Ncc69/Tsf2/SecCl/CG1090/Task7/Teh1/Tpc1/CG6723/sea/Zip89B/Vha100-4/ChT/CG7720/MFS9/KaiR1D/CG17119/CG4743/Mco3/CG9702/CG9717/ATPsynC/salt/CG2003/Syt7/Gat/CG11155/Vha36-3/GluRIIC/CG31030/ClC-a/GluRIIE/NKCC/Oatp26F/CG31676/Ndfip/CG32669/CG32850/ppk13/Nmdar2/dpr3/Mid1/pain/Ctr1A/Rgk2/CG34396/Rgk3/Sec61alpha/Orct2/CG42235/CG42237/CG42260/OtopLc/CG42340/Ca-beta/OtopLa/CG31904/qvr/Vmat/CG42594/stj/Syt12/Sytbeta/rtv/CngA/Ca-Ma2d/Shab/CG43155/Cngl/Ih/Vha68-2/Stacl/GluRIB/dysc/Slob/Ca-alpha1T/Rgk1/pHCl-1/Vha68-1/Neto/CngB/Vha13/para"
"mRNA metabolic process",0.077948034643571,4.86125503102107e-23,234,"II","bru1/aub/crn/SmF/ecd/fl(2)d/Hrb98DE/l(1)10Bb/eIF4A/Mtr4/mago/mod/pum/snf/spn-E/su(f)/vir/Pep/me31B/B52/Hrb27C/RpII15/Bx42/piwi/orb/TfIIB/U2af50/Rox8/Dbp45A/Ref1/heph/Rsf1/Gem3/Tis11/Hel25E/noi/Psi/Clp/Spx/smg/U2af38/Rga/dom/ytr/ubl/Cbp80/Cbp20/qkr58E-3/qkr58E-2/Es2/sip1/Srp54/Bin1/Neos/Cpsf160/kin17/CG2685/SF1/l(1)G0007/CG7028/Ythdc1/CG5808/Prp18/CstF64/Cpsf100/Nab2/CG4119/x16/hfp/spt4/CG4935/CG16865/Spt6/icln/asf1/CG3198/CG1677/Upf2/Tango4/CG1622/CG15747/CG5877/CG6227/CG9213/CG8915/CG7206/CG6179/Usp39/Rcd-1/cactin/Sf3b1/CG4887/tho2/Cwc25/Tnpo-SR/CG3542/Sf3b2/CG3225/Phf5a/Rat1/Caper/Mettl14/Bug22/CG6686/CG10333/CG10466/Ars2/Dhx15/PAN2/tsu/Lsm11/CG12343/Prp8/FLASH/cbc/CG11808/CG8435/CG7747/CG15084/CG4266/CG3045/Pym/DCP1/Upf3/thoc7/Dis3l2/Tudor-SN/Cypl/Sf3b3/Srrm234/CG7974/CG2021/Mfap1/CG9018/CG13807/PAN3/CG11586/CG6610/Sf3b6/ldbr/Cpsf6/ZC3H3/CG3335/CG10907/CG10418/Sf3a2/Srrm1/Prp31/Smn/CG9705/U4-U6-60K/CG7564/Edc3/Gem2/Prp3/CG14641/Suv3/Fip1/CG2926/CG2091/CG1965/Tailor/CG7483/hyx/beag/RnpS1/Pnn/Rrp6/obe/CG10324/CG5316/mdlc/CG6015/Gld2/tbrd-1/CG5728/Saf-B/Smg6/Ythdf/PQBP1/CG6066/BCAS2/Moca-cyp/CstF50/CG17454/c12.1/Sf3b5/armi/CG5986/Wdr33/CG30122/Prp38/Rpb7/LSm3/CG31643/CG31759/gw/CG32533/Not1/snama/Spf45/ncm/pea/AGO3/rig/Larp7/Rbp1/LSm7/Prp19/ymp/SmD2/SmE/SNRPG/snRNP-U1-C/Trf2/SmD1/Ire1/SmB/AGO1/Acn/sqd/l(3)72Ab/Rpb4/CG44249/Cdc5/Doa/Patr-1/Sf3a1/rump/HnRNP-K/SF2/Ge-1/caz/Rnmt"
"negative regulation of cellular biosynthetic process",0.0764984227129338,1.57892242693589e-06,97,"I","abd-A/aop/btd/D/Eip75B/emc/en/eyg/E(z)/fkh/grn/kni/knrl/sens/E(spl)m7-HLH/E(spl)mdelta-HLH/E(spl)mgamma-HLH/odd/ovo/Pc/Pcl/pnr/Scm/shn/slp1/sna/srp/tsh/ttk/ush/oc/pros/zfh1/ci/ph-d/ph-p/C15/scrt/bowl/gcl/noc/dpn/msi/twin/klu/mirr/Hr96/chn/Rbf/crol/Su(z)12/Sin3A/Hel89B/brk/E2f2/CG2662/Acf/Fmr1/seq/nerfin-1/CG14441/CG1529/erm/Samuel/CG1620/mip120/casp/CG3065/CG1233/Larp4B/Blimp-1/Pop2/Tgi/DCP2/Fer3/CG7987/Nelf-A/lmd/mrt/HGTX/HDAC4/tut/Hers/nub/pan/Not10/Rrp40/Asx/vnd/mid/CG9932/bin3/dar1/Hmx/ab/Hr4/CG45071"
"negative regulation of biosynthetic process",0.0764984227129338,2.5368540680326e-06,97,"I","abd-A/aop/btd/D/Eip75B/emc/en/eyg/E(z)/fkh/grn/kni/knrl/sens/E(spl)m7-HLH/E(spl)mdelta-HLH/E(spl)mgamma-HLH/odd/ovo/Pc/Pcl/pnr/Scm/shn/slp1/sna/srp/tsh/ttk/ush/oc/pros/zfh1/ci/ph-d/ph-p/C15/scrt/bowl/gcl/noc/dpn/msi/twin/klu/mirr/Hr96/chn/Rbf/crol/Su(z)12/Sin3A/Hel89B/brk/E2f2/CG2662/Acf/Fmr1/seq/nerfin-1/CG14441/CG1529/erm/Samuel/CG1620/mip120/casp/CG3065/CG1233/Larp4B/Blimp-1/Pop2/Tgi/DCP2/Fer3/CG7987/Nelf-A/lmd/mrt/HGTX/HDAC4/tut/Hers/nub/pan/Not10/Rrp40/Asx/vnd/mid/CG9932/bin3/dar1/Hmx/ab/Hr4/CG45071"
"cell fate commitment",0.0757097791798107,1.65654324644985e-11,96,"I","abd-A/Abd-B/aop/eya/dpp/Dr/egl/emc/en/E(spl)m8-HLH/grn/hth/inv/Jra/Sos/wor/robo2/sens/E(spl)m2-BFM/mam/nkd/pnr/pnt/skd/sna/srp/Egfr/ttk/ptc/vn/oc/sc/mei-41/Klp98A/pros/hh/sim/ey/gcl/noc/dpn/dap/jar/babo/msi/insc/wts/klu/phyl/shot/gcm/chn/Apc/rin/ast/fz2/stumps/org-1/gbb/WASp/Sara/Hey/msps/Fmr1/seq/ths/pcs/clu/yki/Blimp-1/Doc2/Dcr-1/BobA/Socs36E/sav/pan/jeb/bun/grh/salm/Dbx/Dhc64C/Asx/vnd/mid/kibra/trh/S6kII/hts/mib1/spg/PDZ-GEF/wake/da/wg/btl"
"locomotion",0.0757097791798107,5.47229930269542e-05,96,"I","Ama/aop/eya/D/dpp/en/E(z)/grn/Sos/robo2/sens/peb/ras/Egfr/ttk/ptc/vn/Nrt/Ptp4E/Ten-m/pros/zfh1/hh/sim/otk/robo1/comm/hep/Akt1/trn/sqz/Sema1a/babo/fra/shot/bnl/gcm/mirr/Shc/drl/mbc/Vang/fz2/Tor/Sin3A/stan/TBPH/msps/Rich/Fmr1/nerfin-1/Surf1/SoxN/raptor/Nf-YC/hiw/CG9784/Rim2/erm/beat-IIIc/CdGAPr/CarT/ths/ckn/unc-5/Toll-7/Lrt/CG10543/Toll-6/Vav/boi/Alk/wun2/tai/SCAR/Liprin-alpha/CG32100/Mical/lap/spin/jeb/vvl/psidin/Diap1/wb/Dbx/mid/hts/sli/ab/CG44774/Ten-a/S6k/InR/Sac1/Sema5c"
"regulation of protein metabolic process",0.0749500333111259,5.11715049691138e-07,225,"II","bru1/ash2/aub/bam/bcd/bur/car/Pka-C1/chif/cup/CycA/CycB/fs(1)K10/fu/fzy/Hrb98DE/eIF4A/l(2)gl/dco/hyd/mus301/pum/rb/shi/sina/spn-B/spn-E/stau/Su(var)205/sws/mts/me31B/svr/Hrb27C/piwi/orb/gig/ash1/brat/CycD/Rac1/Cdc42/CycE/RpS9/pll/atms/Gug/heph/poe/Wee1/Fdh/Tis11/Rho1/mof/CkIalpha/dod/Cul1/peng/CycB3/HDAC1/smg/fry/Usp47/ari-1/Rga/Lk6/lok/Drice/Gcn2/Cbl/EloB/Parg/trr/Mekk1/Dph5/SkpA/Roc1a/tyf/CG14812/Rok/par-6/gus/Dronc/Axn/Apc2/STUB1/CSN5/CSN4/MRG15/wdb/Tnks/CG5808/I-2/ics/Spn88Ea/Spn27A/Mkrn1/Pink1/UbcE2H/CDK2AP1/CG1578/CG14408/CG8974/Ada3/MKP-4/Rcd-1/CG15445/CG3662/Atxn7/Fbw5/Ufd4/CycY/CG10376/Nedd8/Pomp/CG9246/Cul2/Gle1/PAN2/PI31/DUBAI/muskelin/eIF3m/CG8405/CG8441/krimp/CG8060/CG8963/CG5726/eIF3k/Rtf1/CG9899/DCP1/Upf3/PPP1R15/Slik/PAN3/Usp5/ntc/Srp9/CG8209/GAPsec/CG4911/CG8009/Dph1/upSET/SCCRO/MYPT-75D/Lon/Rnf146/SCCRO4/CG7414/Suv3/eIF3a/CG2091/CG1218/Ada2b/ScsbetaA/Kcmf1/Paip2/Hexim/Sra-1/Ccm3/EndoU/CG7044/Bdbt/mats/p53/Ythdf/PQBP1/CG5111/CycG/sip3/wds/krz/G9a/CG17059/ago/Atx2/CG30291/CG30496/Rpb7/CG31759/gw/4E-T/CG32039/CG32176/Claspin/Atg8a/pen-2/Ube3a/endos/Not1/Sbp2/kra/AGO3/Nedd4/Pka-R1/Mob3/wech/bora/gwl/Utx/scny/pic/Incenp/mtTFB1/CSN8/hpo/lic/CoRest/AGO1/Cdk7/Unr/sqd/Rpb4/ebi/spoon/SNF4Agamma/smt3/eIF4E3/Patr-1/Ge-1/Cyt-c-p/eEF5"
"eye morphogenesis",0.0749211356466877,1.65654324644985e-11,95,"I","aop/eya/dpp/ec/emc/eyg/ft/hth/Jra/Sos/sens/E(spl)mdelta-HLH/peb/pnt/rst/so/Egfr/tsh/ttk/ptc/vg/oc/Ten-m/ex/pros/hh/ci/ey/noc/dpn/pelo/babo/msi/wts/klu/phyl/bnl/mirr/sty/Shc/chn/Apc/rin/Vang/ast/Past1/sns/gbb/stan/Optix/siz/Rip11/cindr/Rich/seq/p47/sano/yki/rno/Vav/Nhe2/boi/Alk/Socs36E/SCAR/frc/Liprin-alpha/Asap/Efa6/sav/jeb/Egm/dgo/bun/grh/Mob2/crb/Diap1/didum/salm/d/kibra/fzr/S6kII/Mitf/spg/rdx/PIG-S/PDZ-GEF/Kr-h1/Sec6/Frl/wg/ds/btl"
"sensory organ morphogenesis",0.0749211356466877,1.65654324644985e-11,95,"I","aop/eya/dpp/ec/emc/eyg/ft/hth/Jra/Sos/sens/E(spl)mdelta-HLH/peb/pnt/rst/so/Egfr/tsh/ttk/ptc/vg/oc/Ten-m/ex/pros/hh/ci/ey/noc/dpn/pelo/babo/msi/wts/klu/phyl/bnl/mirr/sty/Shc/chn/Apc/rin/Vang/ast/Past1/sns/gbb/stan/Optix/siz/Rip11/cindr/Rich/seq/p47/sano/yki/rno/Vav/Nhe2/boi/Alk/Socs36E/SCAR/frc/Liprin-alpha/Asap/Efa6/sav/jeb/Egm/dgo/bun/grh/Mob2/crb/Diap1/didum/salm/d/kibra/fzr/S6kII/Mitf/spg/rdx/PIG-S/PDZ-GEF/Kr-h1/Sec6/Frl/wg/ds/btl"
"negative regulation of macromolecule biosynthetic process",0.0749211356466877,1.19604756707047e-06,95,"I","abd-A/aop/btd/D/Eip75B/emc/en/eyg/E(z)/fkh/grn/kni/knrl/sens/E(spl)m7-HLH/E(spl)mdelta-HLH/E(spl)mgamma-HLH/odd/ovo/Pc/Pcl/pnr/Scm/shn/slp1/sna/srp/tsh/ttk/ush/oc/pros/zfh1/ci/ph-d/ph-p/C15/scrt/bowl/gcl/noc/dpn/msi/twin/klu/mirr/Hr96/chn/Rbf/crol/Su(z)12/Sin3A/Hel89B/brk/E2f2/CG2662/Acf/Fmr1/seq/nerfin-1/CG14441/CG1529/erm/Samuel/CG1620/mip120/CG3065/CG1233/Larp4B/Blimp-1/Pop2/Tgi/DCP2/Fer3/CG7987/Nelf-A/lmd/mrt/HGTX/HDAC4/tut/Hers/pan/Not10/Rrp40/Asx/vnd/mid/CG9932/bin3/dar1/Hmx/ab/Hr4/CG45071"
"compound eye morphogenesis",0.0741324921135647,1.08404526449915e-11,94,"I","aop/eya/dpp/ec/emc/eyg/ft/hth/Jra/Sos/sens/E(spl)mdelta-HLH/peb/pnt/rst/so/Egfr/tsh/ttk/vg/oc/Ten-m/ex/pros/hh/ci/ey/noc/dpn/pelo/babo/msi/wts/klu/phyl/bnl/mirr/sty/Shc/chn/Apc/rin/Vang/ast/Past1/sns/gbb/stan/Optix/siz/Rip11/cindr/Rich/seq/p47/sano/yki/rno/Vav/Nhe2/boi/Alk/Socs36E/SCAR/frc/Liprin-alpha/Asap/Efa6/sav/jeb/Egm/dgo/bun/grh/Mob2/crb/Diap1/didum/salm/d/kibra/fzr/S6kII/Mitf/spg/rdx/PIG-S/PDZ-GEF/Kr-h1/Sec6/Frl/wg/ds/btl"
"behavior",0.0740080249665626,0.000424732597818158,166,"III","Adh/Appl/b/bsk/Ddc/eag/Fas2/Gld/Galphas/Hn/kay/na/Atpalpha/Pkc98E/Poxn/rut/Sh/slo/sm/ss/tipE/w/5-HT1A/Syt1/Rdl/Gad1/5-HT7/Syn/TkR99D/rho/fru/14-3-3zeta/Shal/Calr/ple/Nmdar1/tutl/bol/Ms/Dop1R1/EbpIII/Rac2/cher/tim/dare/Cyp6a17/Drip/vri/Acer/Dyrk2/klg/mGluR/ppk/geko/Gpo1/Tsf1/Pka-R2/CRMP/Clk/Pdf/amon/Oamb/moody/cry/Nsun2/Eaat1/SPARC/Inx7/Cdk5alpha/Nep2/GABA-B-R2/qtc/qsm/aru/SPR/ppk23/CG6123/CCKLR-17D3/fipi/meng/Nlg2/Dh31/AstC/sNPF/sand/dila/VGAT/Hr51/DAT/Obp56a/Obp56d/CG10433/ITP/MsR1/FMRFaR/DopEcR/Lkr/ppk26/Tat/CrzR/Mip/sNPF-R/NPFR/dpr9/CG8907/unc79/Ktl/hdly/Nrx-1/Root/unc80/jus/Obp99a/Obp99b/CDase/dpr1/rho-5/prt/mtt/Tdc2/Gba1b/Trim9/Rbfox1/Krn/shep/Nmdar2/Dop2R/Mid1/pain/shakB/fne/DCX-EMAP/futsch/brp/Tdc1/qvr/Pdfr/2mit/verm/nemy/Ank2/cu/TfAP-2/Shab/dati/Ih/Hmgcr/dysc/orb2/CaMKII/Rgk1/Pde1c/Nrg/tn/Neto/mbl/rad/CrebB/rg/lov/Dop1R2/lncRNA:yar/unc-104/Tmc/Phm/para"
"appendage development",0.0733438485804416,5.28572957880775e-09,93,"I","Dll/btd/cv-2/D/disco/dpp/Dr/emc/en/eyg/fj/ft/hth/inv/kto/Sos/mam/odd/ovo/pnt/px/shn/skd/sog/Egfr/trc/trx/tsh/ptc/vg/vn/hid/zfh2/hh/C15/bowl/babo/shot/mirr/sty/Shc/drl/SMC3/Vang/ast/Past1/fz2/pcm/crol/RhoGEF2/gbb/brk/stan/p38b/mthl1/RhoGAP15B/Ppat-Dpck/RhoGAP68F/Mkp3/RhoGAP92B/Usp8/danr/Socs36E/frc/Drak/nub/pan/frtz/step/dgo/Chd1/Nost/Diap1/tay/Rbsn-5/Ppcs/salm/Asx/l(2)gd1/d/trh/S6kII/Rabex-5/Lpin/Lpt/CG43658/Bx/PDZ-GEF/ltl/Duox/wg/ds/cv-c"
"wing disc development",0.0733438485804416,2.64698253949831e-06,93,"I","Dll/cv-2/dpp/Dr/dx/emc/en/eyg/fj/ft/hth/inv/lin/mam/E(spl)mgamma-HLH/peb/pnt/px/shn/skd/sog/Egfr/trc/tsh/ptc/vg/vn/zfh2/hh/ci/bowl/noc/dap/MFS14/babo/shot/mirr/sty/Shc/SMC3/Vang/ast/Past1/fz2/pcm/crol/Sin3A/fray/RhoGEF2/gbb/brk/stan/p38b/CG13366/drpr/mthl1/CNBP/Ppat-Dpck/Mkp3/Wnk/Usp8/tara/boi/Socs36E/frc/Drak/pan/frtz/step/dgo/Chd1/crb/Nost/Nop60B/tay/Rbsn-5/Ppcs/salm/Asx/l(2)gd1/d/S6kII/Rabex-5/Lpin/Lpt/ab/Bx/PDZ-GEF/ltl/Duox/wg/ds/cv-c"
"negative regulation of nucleobase-containing compound metabolic process",0.0725552050473186,9.4764295467872e-08,92,"I","abd-A/aop/btd/D/Eip75B/emc/en/eyg/E(z)/fkh/grn/kni/knrl/sens/E(spl)m7-HLH/E(spl)mdelta-HLH/E(spl)mgamma-HLH/odd/ovo/Pc/Pcl/pnr/Scm/shn/slp1/sna/srp/tsh/ttk/ush/oc/pros/zfh1/ci/ph-d/ph-p/C15/scrt/bowl/gcl/noc/dpn/klu/mirr/Hr96/chn/Rbf/crol/Su(z)12/Sin3A/Hel89B/brk/MTPAP/E2f2/CG2662/TBPH/Acf/Fmr1/seq/nerfin-1/CG14441/CG1529/erm/Samuel/CG1620/mip120/CG3065/CG1233/CG11342/Blimp-1/Tgi/Fer3/CG7987/Nelf-A/Fancm/lmd/mrt/HGTX/HDAC4/Cap-D3/Hers/pan/Asx/vnd/mid/CG9932/dar1/Hmx/ab/Hr4/CG45071/wg"
"epithelial cell differentiation",0.0725552050473186,1.04724813637083e-06,92,"I","Abd-B/aop/capu/Cf2/eya/dpp/emc/fj/fkh/ft/Jra/mam/ovo/peb/Scm/Egfr/trc/tsh/ttk/ptc/vn/sc/ex/ci/ph-p/phm/hep/Akt1/jar/wts/phyl/mirr/sty/Shark/Shc/mbc/Apc/SMC3/rin/Rbf/Vang/RhoGEF2/gbb/WASp/stan/cindr/Cdc7/pigs/slpr/jub/Uvrag/mip120/yki/Ppat-Dpck/Cad74A/twf/Vav/RecQ4/tai/exex/Socs36E/mim/Shrm/frtz/dgo/psidin/bun/grh/crb/Nost/Diap1/Rbsn-5/Ppcs/Dhc64C/mid/RanBPM/kibra/Fs(2)Ket/SERCA/nclb/ab/garz/AP-2alpha/Sec5/Sec6/Sec8/da/vas/InR/wg/ds/btl"
"negative regulation of response to stimulus",0.0725552050473186,3.26969111889724e-05,92,"I","aop/eya/dx/Eip75B/ImpL2/Jra/nkd/Pc/peb/pnt/raw/sog/Egfr/tsg/ptc/Ptp4E/otk/ci/gcl/CanA1/Akt1/Sema1a/wts/phyl/sty/Apc/ATPsynD/crol/Su(z)12/Sin3A/edl/Dap160/brk/p38b/fz4/Fmr1/SoxN/pigs/jub/hiw/HUWE1/Charon/senju/CYLD/CG6180/Uvrag/TM9SF2/CG17019/casp/Atg9/Lrt/Sesn/Eps-15/rno/fmt/Duba/Mkp3/slif/srl/Npl4/CG15547/Vav/Lztr1/BobA/Socs36E/Atg2/nub/spin/Egm/Mob4/crb/spdo/Diap1/tay/raskol/l(2)gd1/d/Sarm/Myc/S6kII/hppy/Lpin/Atg6/rdx/Hr4/RapGAP1/PRAS40/ltl/Sac1/Sema5c/ds/cv-c"
